TrueLabel,Prediction,ReconstructionError
BENIGN,BENIGN,0.04718110611527897
BENIGN,BENIGN,0.047108587802195054
BENIGN,BENIGN,0.047557565375776635
BENIGN,BENIGN,0.047399719856756374
BENIGN,BENIGN,0.04738475152170863
BENIGN,BENIGN,0.04483205531080767
BENIGN,BENIGN,0.04761669830404864
BENIGN,BENIGN,0.047528721541972734
BENIGN,BENIGN,0.046035833445795364
BENIGN,BENIGN,0.04737241771281983
BENIGN,BENIGN,0.04738712000286536
BENIGN,BENIGN,0.04720913146583915
BENIGN,BENIGN,0.047277855878079325
BENIGN,BENIGN,0.04751358010761497
BENIGN,BENIGN,0.04732959271692005
BENIGN,BENIGN,0.04742200486698933
BENIGN,BENIGN,0.04467623932640674
BENIGN,BENIGN,0.04760776187461189
BENIGN,BENIGN,0.047174269067405045
BENIGN,BENIGN,0.04701485538065321
BENIGN,BENIGN,0.04377973841459642
BENIGN,BENIGN,0.04482949468369293
BENIGN,BENIGN,0.0472579822551178
BENIGN,BENIGN,0.05208263909628955
BENIGN,BENIGN,0.0470254484874719
BENIGN,BENIGN,0.04746425376394894
BENIGN,BENIGN,0.04469043423254183
BENIGN,BENIGN,0.04748727649016662
BENIGN,BENIGN,0.0482324025673082
BENIGN,BENIGN,0.04737939384431007
BENIGN,BENIGN,0.04701745012451952
BENIGN,BENIGN,0.04724794046494654
BENIGN,BENIGN,0.04451034106180615
BENIGN,BENIGN,0.04712246721759693
BENIGN,BENIGN,0.0476619417731642
BENIGN,BENIGN,0.047480318042915436
BENIGN,BENIGN,0.0474732799329133
BENIGN,BENIGN,0.04774240832721215
BENIGN,BENIGN,0.04511780808509297
BENIGN,BENIGN,0.046969254847960905
BENIGN,BENIGN,0.04715094776298791
BENIGN,BENIGN,0.052357296623851864
BENIGN,BENIGN,0.047810885322322874
BENIGN,BENIGN,0.047588637582915184
BENIGN,BENIGN,0.047423651625544586
BENIGN,BENIGN,0.047086127252156856
BENIGN,BENIGN,0.047244948478800265
BENIGN,BENIGN,0.047254049692144445
BENIGN,BENIGN,0.047692718360066555
BENIGN,BENIGN,0.04738421719864694
BENIGN,BENIGN,0.04723558534199457
BENIGN,BENIGN,0.04721026429168852
BENIGN,BENIGN,0.04763636904194025
BENIGN,BENIGN,0.04693920277203629
BENIGN,BENIGN,0.04486539684351625
BENIGN,BENIGN,0.0473037599525659
BENIGN,BENIGN,0.046971089813629824
BENIGN,BENIGN,0.0456878496348505
BENIGN,BENIGN,0.04708830086707756
BENIGN,BENIGN,0.0475106330970463
BENIGN,BENIGN,0.04749912037265663
BENIGN,BENIGN,0.04702594368145335
BENIGN,BENIGN,0.04765306837402356
BENIGN,BENIGN,0.04782075860559431
BENIGN,BENIGN,0.0441511891654002
BENIGN,BENIGN,0.04750629934109252
BENIGN,BENIGN,0.047280904178257116
BENIGN,BENIGN,0.047482734380660974
BENIGN,BENIGN,0.05225949609017696
BENIGN,BENIGN,0.04730327709756146
BENIGN,BENIGN,0.0473823321998766
BENIGN,BENIGN,0.047143357041979875
BENIGN,BENIGN,0.04736666410631284
BENIGN,BENIGN,0.047367969308256694
BENIGN,BENIGN,0.04762312036915309
BENIGN,BENIGN,0.0476128602481572
BENIGN,BENIGN,0.045741056862642
BENIGN,BENIGN,0.04736663096683785
BENIGN,BENIGN,0.04720352556684999
BENIGN,BENIGN,0.04406528425917708
BENIGN,BENIGN,0.04785243583236041
BENIGN,BENIGN,0.04726485924185512
BENIGN,BENIGN,0.0475151075559023
BENIGN,BENIGN,0.0472462195284393
BENIGN,BENIGN,0.04758891630203447
BENIGN,BENIGN,0.04769609333683711
BENIGN,BENIGN,0.04706855265552322
BENIGN,BENIGN,0.04746067315659677
BENIGN,BENIGN,0.04725077795805912
BENIGN,BENIGN,0.04755324863468643
BENIGN,BENIGN,0.04409022782069179
BENIGN,BENIGN,0.04715335305305819
BENIGN,BENIGN,0.04733506592088947
BENIGN,BENIGN,0.04741619547223571
BENIGN,BENIGN,0.04771219120018505
BENIGN,BENIGN,0.04740457474469393
BENIGN,BENIGN,0.04762164875034255
BENIGN,BENIGN,0.047612234210589355
BENIGN,BENIGN,0.047442850740296236
BENIGN,BENIGN,0.04734894311561529
BENIGN,BENIGN,0.047256212094554016
BENIGN,BENIGN,0.04739191992475448
BENIGN,BENIGN,0.04732601049333671
BENIGN,BENIGN,0.04768579705814304
BENIGN,BENIGN,0.04446304340970001
BENIGN,BENIGN,0.04406235206265863
BENIGN,BENIGN,0.04705095349337037
BENIGN,BENIGN,0.05124076487857644
BENIGN,BENIGN,0.04738460102489005
BENIGN,BENIGN,0.04464507598227428
BENIGN,BENIGN,0.04742028720885337
BENIGN,BENIGN,0.047284383039958376
BENIGN,BENIGN,0.04710866246497747
BENIGN,BENIGN,0.04728791227830933
BENIGN,BENIGN,0.047639742009000036
BENIGN,BENIGN,0.0522991803202398
BENIGN,BENIGN,0.04445930190636192
BENIGN,BENIGN,0.047505511984828545
BENIGN,BENIGN,0.047725547989135364
BENIGN,BENIGN,0.04736490476140357
BENIGN,BENIGN,0.04717206416419408
BENIGN,BENIGN,0.047546036763288786
BENIGN,BENIGN,0.04756807839792712
BENIGN,BENIGN,0.04457159615642061
BENIGN,BENIGN,0.044475146650382553
BENIGN,BENIGN,0.047265275367760304
BENIGN,BENIGN,0.047573451348635734
BENIGN,BENIGN,0.04763513271832997
BENIGN,BENIGN,0.04736702887856408
BENIGN,BENIGN,0.04744994492236968
BENIGN,BENIGN,0.04568816372330977
BENIGN,BENIGN,0.044500282386832825
BENIGN,BENIGN,0.04483216335195104
BENIGN,BENIGN,0.05129953209480789
BENIGN,BENIGN,0.047500866471700855
BENIGN,BENIGN,0.04753494840775408
BENIGN,BENIGN,0.04707264930020179
BENIGN,BENIGN,0.04750244557718732
BENIGN,BENIGN,0.0472068956853681
BENIGN,BENIGN,0.0472764777677889
BENIGN,BENIGN,0.047691602854805115
BENIGN,BENIGN,0.04702910196611734
BENIGN,BENIGN,0.04746942266110863
BENIGN,BENIGN,0.04719722688086095
BENIGN,BENIGN,0.04728199021063514
BENIGN,BENIGN,0.04466213667560471
BENIGN,BENIGN,0.04714382778521037
BENIGN,BENIGN,0.04731663565950863
BENIGN,BENIGN,0.047279560291054595
BENIGN,BENIGN,0.04447108346373103
BENIGN,BENIGN,0.04756190149386329
BENIGN,BENIGN,0.04709498936399615
BENIGN,BENIGN,0.04716738772457405
BENIGN,BENIGN,0.0474377214214428
BENIGN,BENIGN,0.04724435388344482
BENIGN,BENIGN,0.04727393634754264
BENIGN,BENIGN,0.04717903430647017
BENIGN,BENIGN,0.04736665858085597
BENIGN,BENIGN,0.047385401139856634
BENIGN,BENIGN,0.047654222713403485
BENIGN,BENIGN,0.047421968124120924
BENIGN,BENIGN,0.044951365250591444
BENIGN,BENIGN,0.04724261499269766
BENIGN,BENIGN,0.04718110527174505
BENIGN,BENIGN,0.04736479310372784
BENIGN,BENIGN,0.04744141882176295
BENIGN,BENIGN,0.047645044618192606
BENIGN,BENIGN,0.04691916987857846
BENIGN,BENIGN,0.047342569586837066
BENIGN,BENIGN,0.047019082296538804
BENIGN,BENIGN,0.047121103365557714
BENIGN,BENIGN,0.047183375939250746
BENIGN,BENIGN,0.047214680043051085
BENIGN,BENIGN,0.04762686331115913
BENIGN,BENIGN,0.047713651367368826
BENIGN,BENIGN,0.04754062842240464
BENIGN,BENIGN,0.04792421692224859
BENIGN,BENIGN,0.047247195798145986
BENIGN,BENIGN,0.047301440869460934
BENIGN,BENIGN,0.040070962043723055
BENIGN,BENIGN,0.04429037724134222
BENIGN,BENIGN,0.040959146582985065
BENIGN,BENIGN,0.04075992427149843
BENIGN,BENIGN,0.040760212700257585
BENIGN,BENIGN,0.04075987200068264
BENIGN,BENIGN,0.0407597133988781
BENIGN,BENIGN,0.040759656618163526
BENIGN,BENIGN,0.04075972023655662
BENIGN,BENIGN,0.04075610883152617
BENIGN,BENIGN,0.04075971610304331
BENIGN,BENIGN,0.04075971072491929
BENIGN,BENIGN,0.04075976574677912
BENIGN,BENIGN,0.04075928812621927
BENIGN,BENIGN,0.04075884485291529
BENIGN,BENIGN,0.04075824790800833
BENIGN,BENIGN,0.04075971062210436
BENIGN,ATTACK,0.06534904153531303
BENIGN,BENIGN,0.040302674104898906
BENIGN,BENIGN,0.04029729420307406
BENIGN,BENIGN,0.04155115343604399
BENIGN,BENIGN,0.043031380793413156
BENIGN,BENIGN,0.04418663037873325
BENIGN,BENIGN,0.04329222721564749
BENIGN,BENIGN,0.04023565466847816
BENIGN,BENIGN,0.04046155697545036
BENIGN,BENIGN,0.04023387293478416
BENIGN,BENIGN,0.04045727551574762
BENIGN,BENIGN,0.04030055235469208
BENIGN,BENIGN,0.04044861744084589
BENIGN,BENIGN,0.04047508403257024
BENIGN,BENIGN,0.040235618646676116
BENIGN,BENIGN,0.043209310149609735
BENIGN,BENIGN,0.04348846921699058
BENIGN,BENIGN,0.040455411445690016
BENIGN,BENIGN,0.04023448272119422
BENIGN,BENIGN,0.04420593094607098
BENIGN,BENIGN,0.04330281714577484
BENIGN,BENIGN,0.04045951706761352
BENIGN,BENIGN,0.04023528399978826
BENIGN,BENIGN,0.040233959982747196
BENIGN,BENIGN,0.04045878505460137
BENIGN,BENIGN,0.04023531628431143
BENIGN,BENIGN,0.04044625366714508
BENIGN,BENIGN,0.038961139163665184
BENIGN,BENIGN,0.04045223684739987
BENIGN,BENIGN,0.04023383840763125
BENIGN,BENIGN,0.039233157408979834
BENIGN,BENIGN,0.04023404998414124
BENIGN,BENIGN,0.04045332780363093
BENIGN,BENIGN,0.0437512407024248
BENIGN,BENIGN,0.04360208483541829
BENIGN,BENIGN,0.040233041274657565
BENIGN,BENIGN,0.04044274068131052
BENIGN,BENIGN,0.04045113648304706
BENIGN,BENIGN,0.040232906918569664
BENIGN,BENIGN,0.04023420585970929
BENIGN,BENIGN,0.04045416909353101
BENIGN,BENIGN,0.040960148324022255
BENIGN,BENIGN,0.042747262208080734
BENIGN,BENIGN,0.041538770640506435
BENIGN,BENIGN,0.04278623901700099
BENIGN,BENIGN,0.04178407500868648
BENIGN,BENIGN,0.04276640125408256
BENIGN,BENIGN,0.041774517255943285
BENIGN,BENIGN,0.041777973991187205
BENIGN,BENIGN,0.04278287205211661
BENIGN,BENIGN,0.04278281351575388
BENIGN,BENIGN,0.04076280402918824
BENIGN,BENIGN,0.04005892376100583
BENIGN,BENIGN,0.04007092653250474
BENIGN,BENIGN,0.040068612010196326
BENIGN,BENIGN,0.04007304979084417
BENIGN,BENIGN,0.040762805618472675
BENIGN,BENIGN,0.04076280477437561
BENIGN,BENIGN,0.04076332908048023
BENIGN,BENIGN,0.04400505531534556
BENIGN,BENIGN,0.040963019606798046
BENIGN,ATTACK,0.06191145423840245
BENIGN,BENIGN,0.041764750542634746
BENIGN,BENIGN,0.042731270765445514
BENIGN,BENIGN,0.04134053829567808
BENIGN,BENIGN,0.0412003659069581
BENIGN,BENIGN,0.04302111210002295
BENIGN,BENIGN,0.04273121600668423
BENIGN,BENIGN,0.04030274956582074
BENIGN,BENIGN,0.04331710913280699
BENIGN,BENIGN,0.05459121778987617
BENIGN,ATTACK,0.061614809523696475
BENIGN,BENIGN,0.05460758345785842
BENIGN,BENIGN,0.04067810089840588
BENIGN,BENIGN,0.04024418433069705
BENIGN,BENIGN,0.04060201283444595
BENIGN,BENIGN,0.040663360755474755
BENIGN,BENIGN,0.040428542569081204
BENIGN,BENIGN,0.040217813808143495
BENIGN,BENIGN,0.04046714511467219
BENIGN,BENIGN,0.0404674813599577
BENIGN,BENIGN,0.04020210668178019
BENIGN,BENIGN,0.04018335947780571
BENIGN,BENIGN,0.03983470073011631
BENIGN,BENIGN,0.039793695297916105
BENIGN,BENIGN,0.03983471005498321
BENIGN,BENIGN,0.039834703515457696
BENIGN,ATTACK,0.06127043815921677
BENIGN,BENIGN,0.04070402243290681
BENIGN,BENIGN,0.041338931609814236
BENIGN,BENIGN,0.0415174798539296
BENIGN,ATTACK,0.06909025315609561
BENIGN,BENIGN,0.04028395190177708
BENIGN,BENIGN,0.044234630134988434
BENIGN,BENIGN,0.04083015327722447
BENIGN,BENIGN,0.040862718076935464
BENIGN,BENIGN,0.040567459173424754
BENIGN,BENIGN,0.04424738272596022
BENIGN,BENIGN,0.044497987133968485
BENIGN,BENIGN,0.04431969980814275
BENIGN,BENIGN,0.04408496594524501
BENIGN,BENIGN,0.04419180375206603
BENIGN,BENIGN,0.04518715692781658
BENIGN,ATTACK,0.06311111235426023
BENIGN,BENIGN,0.044502481087296375
BENIGN,BENIGN,0.0434413576930649
BENIGN,BENIGN,0.0404536799254162
BENIGN,BENIGN,0.04036720654461283
BENIGN,BENIGN,0.0424706100443125
BENIGN,BENIGN,0.04136576287070219
BENIGN,BENIGN,0.04537354919671231
BENIGN,BENIGN,0.04075149224585985
BENIGN,BENIGN,0.040569651172655714
BENIGN,BENIGN,0.04032396045245008
BENIGN,BENIGN,0.04211180186021555
BENIGN,BENIGN,0.04446622704228526
BENIGN,BENIGN,0.04275740770994125
BENIGN,BENIGN,0.0409221070441171
BENIGN,BENIGN,0.04061221007404335
BENIGN,BENIGN,0.048753775193203355
BENIGN,BENIGN,0.04488323462345357
BENIGN,BENIGN,0.040319910124612834
BENIGN,BENIGN,0.04492380620324183
BENIGN,BENIGN,0.04121618335101931
BENIGN,BENIGN,0.044405805414290005
BENIGN,BENIGN,0.04324378553336591
BENIGN,BENIGN,0.043948566361521474
BENIGN,BENIGN,0.045189209129320874
BENIGN,BENIGN,0.04375190085701197
BENIGN,BENIGN,0.0478559078055654
BENIGN,BENIGN,0.043366978062797136
BENIGN,BENIGN,0.04167518221020933
BENIGN,BENIGN,0.04374079046790798
BENIGN,BENIGN,0.04427189602681245
BENIGN,BENIGN,0.0415116746136285
BENIGN,BENIGN,0.04446744353258542
BENIGN,BENIGN,0.04249498804135432
BENIGN,BENIGN,0.044777994642168036
BENIGN,BENIGN,0.04490014888130814
BENIGN,BENIGN,0.045006600719659694
BENIGN,BENIGN,0.04384267848356449
BENIGN,BENIGN,0.050383494890252435
BENIGN,BENIGN,0.04427635460775321
BENIGN,ATTACK,0.06935078128226621
BENIGN,BENIGN,0.04348839859998648
BENIGN,BENIGN,0.04488491658823288
BENIGN,BENIGN,0.040349734347118305
BENIGN,BENIGN,0.046814536621264544
BENIGN,BENIGN,0.04341984229951275
BENIGN,BENIGN,0.04468061925589419
BENIGN,BENIGN,0.045451342982827006
BENIGN,BENIGN,0.040928690362434336
BENIGN,BENIGN,0.045037573778283706
BENIGN,BENIGN,0.04333071498149989
BENIGN,BENIGN,0.04341987002140758
BENIGN,BENIGN,0.0450820372564388
BENIGN,BENIGN,0.04490436973956873
BENIGN,BENIGN,0.041004792164076834
BENIGN,ATTACK,0.06616900004861645
BENIGN,BENIGN,0.044925602263835636
BENIGN,BENIGN,0.044024834282698266
BENIGN,ATTACK,0.06004617160225613
BENIGN,BENIGN,0.04465680544432504
BENIGN,BENIGN,0.05983617373438318
BENIGN,BENIGN,0.04522250624401816
BENIGN,BENIGN,0.04911867735106082
BENIGN,BENIGN,0.045107527428806
BENIGN,BENIGN,0.04463975688077811
BENIGN,BENIGN,0.04134055676101398
BENIGN,BENIGN,0.04329535220394491
BENIGN,BENIGN,0.04487934819674049
BENIGN,BENIGN,0.044000449480283026
BENIGN,BENIGN,0.043689038406946365
BENIGN,BENIGN,0.044505823966963405
BENIGN,BENIGN,0.042328357758134504
BENIGN,BENIGN,0.040443643037085454
BENIGN,ATTACK,0.06288745891471408
BENIGN,BENIGN,0.04407733159655946
BENIGN,BENIGN,0.04409427716148015
BENIGN,BENIGN,0.04237738720748136
BENIGN,BENIGN,0.045198393757918925
BENIGN,BENIGN,0.04455724377640802
BENIGN,BENIGN,0.04522525189442076
BENIGN,ATTACK,0.06504803110674919
BENIGN,BENIGN,0.045139425335333
BENIGN,BENIGN,0.043980715002141166
BENIGN,BENIGN,0.047320785847844146
BENIGN,BENIGN,0.04519681020457192
BENIGN,BENIGN,0.044191173161428704
BENIGN,BENIGN,0.04394698768799014
BENIGN,BENIGN,0.0412256166985005
BENIGN,BENIGN,0.044510842371749654
BENIGN,BENIGN,0.040886088170088215
BENIGN,BENIGN,0.04127979997295913
BENIGN,BENIGN,0.04138717996813745
BENIGN,BENIGN,0.04090942482400685
BENIGN,BENIGN,0.04420532283329547
BENIGN,BENIGN,0.04047160203837431
BENIGN,BENIGN,0.04034690277513642
BENIGN,BENIGN,0.04026491363904972
BENIGN,BENIGN,0.044086941926784605
BENIGN,BENIGN,0.04047081813028052
BENIGN,BENIGN,0.04168603523563941
BENIGN,BENIGN,0.040392696111177274
BENIGN,BENIGN,0.041674762622423825
BENIGN,BENIGN,0.04076655058619315
BENIGN,BENIGN,0.0443702335755103
BENIGN,BENIGN,0.04486650777485844
BENIGN,BENIGN,0.044434492380659454
BENIGN,BENIGN,0.04443449554879458
BENIGN,BENIGN,0.053044579666231204
BENIGN,BENIGN,0.04490781606840829
BENIGN,BENIGN,0.04456763353869312
BENIGN,BENIGN,0.04487632543108221
BENIGN,BENIGN,0.04476542947448476
BENIGN,BENIGN,0.04490330457710608
BENIGN,BENIGN,0.04077439893711777
BENIGN,BENIGN,0.04245944184773167
BENIGN,BENIGN,0.04255243329124851
BENIGN,BENIGN,0.04074251774812299
BENIGN,BENIGN,0.058771918485783906
BENIGN,BENIGN,0.03905762144208124
BENIGN,BENIGN,0.04171403616589239
BENIGN,BENIGN,0.03913174982386464
BENIGN,BENIGN,0.040674954696930186
BENIGN,BENIGN,0.04052489820333685
BENIGN,BENIGN,0.044574807106985415
BENIGN,BENIGN,0.04487584010340533
BENIGN,BENIGN,0.05600942399655083
BENIGN,BENIGN,0.04247447456244324
BENIGN,BENIGN,0.04130260177237135
BENIGN,BENIGN,0.040382246923424674
BENIGN,BENIGN,0.044160085499472014
BENIGN,BENIGN,0.04494612842012209
BENIGN,BENIGN,0.04458240085463806
BENIGN,BENIGN,0.04083188366015405
BENIGN,BENIGN,0.044100252660278914
BENIGN,BENIGN,0.04541078702907139
BENIGN,BENIGN,0.045082048399890266
BENIGN,BENIGN,0.05498281464366764
BENIGN,BENIGN,0.0597953671989419
BENIGN,BENIGN,0.04038224667515033
BENIGN,BENIGN,0.0480660148650928
BENIGN,BENIGN,0.04508088715787256
BENIGN,BENIGN,0.045369933725068624
BENIGN,BENIGN,0.04430541277683008
BENIGN,BENIGN,0.048436324445866694
BENIGN,BENIGN,0.04422516144111718
BENIGN,BENIGN,0.044098356381830184
BENIGN,BENIGN,0.04380150425086198
BENIGN,ATTACK,0.06372063933566133
BENIGN,BENIGN,0.0444441780008904
BENIGN,BENIGN,0.04489357034911966
BENIGN,BENIGN,0.03917761046930653
BENIGN,BENIGN,0.04533231810381537
BENIGN,BENIGN,0.04473166728049585
BENIGN,BENIGN,0.045436641212660216
BENIGN,BENIGN,0.0432940181765799
BENIGN,BENIGN,0.04166503160396505
BENIGN,BENIGN,0.05414831011698557
BENIGN,BENIGN,0.04058311014743225
BENIGN,BENIGN,0.04487585298298371
BENIGN,ATTACK,0.06736343661810068
